"eid","code","name","countrycode","statecode","metrocode","citycode","phoneprefix","type","lat","lon"
"ap/XFS","XFS","Alexandria Rail Station","CA","ON","","XFS","",6,45.31,-74.63
"ap/XFU","XFU","Tierp Rail Station","SE","","","GVX","",6,60.33,17.5
"ap/XFV","XFV","Brantford Rail Station","CA","ON","","XFV","",6,43.13,-80.26
"ap/XFY","XFY","Sainte-Foy Rail Station","CA","PQ","","YQB","",6,46.78,-71.28
"ap/XFZ","XFZ","Charny Rail Station","CA","PQ","","YQB","",6,46.71,-71.26
"ap/XGC","XGC","Lund C Rail Station","SE","","","XGC","",6,55.7,13.18
"ap/XGD","XGD","Arendal Rail Station","NO","","","KRS","QHF",6,58.46,8.77
"ap/XGI","XGI","Andalsnes Rail Station","NO","","","KSU","",6,62.55,7.71
"ap/XGJ","XGJ","Cobourg Rail Station","CA","ON","","XGJ","",6,43.96,-78.16
"ap/XGK","XGK","Coteau Rail Station","CA","PQ","","XGK","",6,45.28,-74.23
"ap/XGM","XGM","Grantham Rail Station","GB","","","QEW","",6,52.91,-0.64
"ap/XGP","XGP","Dombas Rail Station","NO","","","GLL","",6,62.08,9.11
"ap/XGR","XGR","Kangiqsualujjuaq Arpt","CA","PQ","","XGR","QHF",2,58.53,-65.9
"ap/XGU","XGU","Asker Rail Station","NO","","","OSL","",6,59.84,10.44
"ap/XGW","XGW","Gananoque Rail Station","CA","ON","","XGW","",6,44.36,-76.16
"ap/XGY","XGY","Grimsby Rail Station","CA","ON","","XGY","",6,43.2,-79.56
"ap/XHF","XHF","Honefoss Rail Station","NO","","","XHF","QHF",6,60.16,10.24
"ap/XHM","XHM","Georgetown Rail Station","CA","ON","","XHM","",6,43.65,-79.91
"ap/XHS","XHS","Chemainus Rail Station","CA","BC","","XHS","",6,48.91,-123.71
"ap/XIA","XIA","Guelph Rail Station","CA","ON","","XIA","",6,43.55,-80.25
"ap/XIB","XIB","Ingersoll Rail Station","CA","ON","","XIB","",6,43.03,-80.88
"ap/XID","XID","Maxville Rail Station","CA","ON","","XID","",6,45.28,-74.85
"ap/XIF","XIF","Napanee Rail Station","CA","ON","","XIF","",6,44.25,-76.95
"ap/XII","XII","Prescott Rail Station","CA","ON","","XII","",6,44.71,-75.51
"ap/XIK","XIK","Milan Central Station Railway","IT","","","MIL","QHF",6,45.48,9.2
"ap/XIM","XIM","Saint Hyacinthe Rail Station","CA","PQ","","XIM","",6,45.61,-72.95
"ap/XIO","XIO","St Marys Rail Station","CA","ON","","XIO","",6,43.25,-81.13
"ap/XIP","XIP","Woodstock Rail Station","CA","ON","","XIP","",6,43.13,-80.75
"ap/XIY","XIY","Xianyang Arpt","CN","","","SIA","",2,34.36,108.7
"ap/XJF","XJF","Falun Bus Service","SE","","","XWF","QHF",5,60.5,15.63
"ap/XJL","XJL","Joliette Rail Station","CA","PQ","","XJL","",6,46.01,-73.45
"ap/XJQ","XJQ","Jonquiere Rail Station","CA","PQ","","XJQ","",6,48.4,-71.25
"ap/XKB","XKB","Kongsberg Rail Station","NO","","","OSL","",6,59.7,9.65
"ap/XKC","XKC","Sandnes Rail Station","NO","","","SVG","",6,58.85,5.75
"ap/XKD","XKD","Halden Rail Station","NO","","","OSL","",6,59.15,11.38
"ap/XKE","XKE","Rena Rail Station","NO","","","OSL","",6,61.1,11.33
"ap/XKF","XKF","Fredrikstad Rail Station","NO","","","OSL","",6,59.25,10.91
"ap/XKG","XKG","Grong Rail Station","NO","","","XKJ","",6,64.45,12.31
"ap/XKH","XKH","Xieng Khouang Arpt","LA","","","XKH","QHF",9,19.5,103
"ap/XKI","XKI","Lillestrom Rail Station","NO","","","OSL","",6,59.96,11.08
"ap/XKJ","XKJ","Steinkjer Rail Station","NO","","","XKJ","",6,64,11.5
"ap/XKK","XKK","Larvik Rail Station","NO","","","SKE","QHF",6,59.05,10.02
"ap/XKM","XKM","Moss Rail Station","NO","","","OSL","QHF",6,59.43,10.65
"ap/XKN","XKN","Finse Rail Station","NO","","","BGO","",6,60.6,7.5
"ap/XKP","XKP","Porsgrunn Rail Station","NO","","","SKE","",6,59.16,9.66
"ap/XKQ","XKQ","Sarpsborg Rail Station","NO","","","OSL","QHF",6,59.28,11.11
"ap/XKR","XKR","Kristiansand Rail Station","NO","","","KRS","",6,58.16,8
"ap/XKV","XKV","Sackville Rail Station","CA","NB","","XKV","",6,45.88,-64.35
"ap/XKZ","XKZ","Vinstra Rail Station","NO","","","GLL","",6,61.6,9.75
"ap/XLJ","XLJ","Quebec City Rail Station","CA","PQ","","YQB","",6,46.83,-71.33
"ap/XLK","XLK","Levis Rail Station","CA","PQ","","YQB","",6,46.8,-71.18
"ap/XLM","XLM","Saint Lambert Rail Station","CA","PQ","","YMQ","",6,45.5,-73.5
"ap/XLP","XLP","Matapedia Rail Station","CA","PQ","","XLP","",6,47.96,-66.95
"ap/XLQ","XLQ","Guildwood Rail Station","CA","ON","","YTO","",6,43.66,-79.39
"ap/XLV","XLV","Niagara Falls Rail Station","CA","ON","","XLV","",6,43.1,-79.06
"ap/XLY","XLY","Aldershot Rail Station","CA","ON","","XLY","",6,43.16,-80
"ap/XLZ","XLZ","Truro Rail Station","CA","NS","","XLZ","",6,45.36,-63.26
"ap/XMN","XMN","Xiamen Intl Airport","CN","","","XMN","",2,24.46,118.11
"ap/XMY","XMY","Yam Island Arpt","AU","QL","","XMY","QHF",2,-10.48,142.45
"ap/XNA","XNA","Northwest Arkansas Regional Arpt","US","AR","","FYV","",2,36.27,-94.3
"ap/XNB","XNB","Dubai Bus Station Arpt","AE","","","DXB","QHF",5,25.05,55.11
"ap/XND","XND","Drammen Rail Station","NO","","","OSL","",6,59.73,10.25
"ap/XNM","XNM","Nottingham Rail Station","GB","","","XNM","QHF",6,52.94,-1.14
"ap/XNN","XNN","Xining Arpt","CN","","","XNN","QHF",2,36.55,101.75
"ap/XNO","XNO","Northallerton Rail Station","GB","","","MME","",6,54.34,-1.42
"ap/XNT","XNT","Xingtai Airport","CN","","","XNT","QHF",9,37.1,114.5
"ap/XNV","XNV","Nuneaton Rail Station","GB","","","BHX","",6,52.51,-1.46
"ap/XOD","XOD","Oppdal Rail Station","NO","","","TRD","",6,62.6,9.68
"ap/XOK","XOK","Oakville Rail Station","CA","ON","","XOK","",6,43.45,-79.68
"ap/XON","XON","Carleton Rail Station","CA","PQ","","XON","",6,48.11,-66.13
"ap/XOP","XOP","Poitiers Rail Station","FR","","","PIS","",6,46.58,-0.33
"ap/XOQ","XOQ","Sira Rail Station","NO","","","SVG","",6,58.41,6.63
"ap/XOR","XOR","Otta Rail Station","NO","","","XOR","QHF",6,61.77,9.53
"ap/XPB","XPB","Parksville Rail Station","CA","BC","","XPB","",6,45.3,-124.31
"ap/XPF","XPF","Penrith Rail Station","GB","","","CAX","",6,54.66,-2.73
"ap/XPG","XPG","Gare du Nord Railway Station","FR","","","PAR","",6,48.88,2.35
"ap/XPH","XPH","Port Hope Rail Station","CA","ON","","XPH","",6,43.95,-78.3
"ap/XPK","XPK","Pukatawagan Rail Station","CA","MB","","XPK","",6,55.8,-101.41
"ap/XPL","XPL","Palmerola Air Base","HN","","","XPL","",9,14.5,-87.65
"ap/XPN","XPN","Brampton Rail Station","CA","ON","","XPN","",6,43.68,-79.76
"ap/XPT","XPT","Preston Rail Station","GB","","","XPT","",6,53.76,-2.7
"ap/XPX","XPX","Pointe-aux-Trembles Rail Station","CA","PQ","","XPX","",6,45.65,-73.5
"ap/XQG","XQG","Berwick Rail Station","GB","","","XQG","",6,55.78,-2
"ap/XQL","XQL","Lancaster Rail Station","GB","","","BLK","",6,54.04,-2.79
"ap/XQP","XQP","Quepos Arpt","CR","","","XQP","",2,9.45,-84.15
"ap/XQU","XQU","Qualicum Arpt","CA","BC","","XQU","QHF",2,49.33,-124.39
"ap/XRC","XRC","Runcorn Rail Station","GB","","","CEG","",6,53.33,-2.73
"ap/XRD","XRD","Egersund Rail Station","NO","","","SVG","",6,58.45,6.01
"ap/XRF","XRF","Marseille Rail Station","FR","","","MRS","",6,43.3,5.38
"ap/XRG","XRG","Rugeley Rail Station","GB","","","XRG","QHF",6,52.76,-1.91
"ap/XRP","XRP","Pine Ridge Rail Station","CA","PQ","","XRP","",6,46.98,-72.18
"ap/XRU","XRU","Rugby Rail Station","GB","","","XRU","",6,52.37,-1.24
"ap/XRY","XRY","La Parra Arpt","ES","","","XRY","",2,36.74,-6.05
"ap/XSC","XSC","South Caicos Intl Arpt","TC","","","XSC","",2,21.5,-71.5
"ap/XSH","XSH","Tours Rail Station","FR","","","TUF","QHF",6,47.39,0.69
"ap/XSR","XSR","Salisbury Rail Station","GB","","","XSR","",6,51.08,-1.79
"ap/XSS","XSS","Soissons Railway Station","FR","","","XSS","QHF",6,49.36,3.33
"ap/XTG","XTG","Thargomindah Arpt","AU","QL","","XTG","QHF",2,-27.96,143.83
"ap/XTK","XTK","Thirsk Rail Station","GB","","","HRT","",6,54.23,-1.34
"ap/XTY","XTY","Strathroy Rail Station","CA","ON","","XTY","",6,42.95,-81.63
"ap/XUZ","XUZ","Xuzhou Arpt","CN","","","XUZ","QHF",2,34.26,117.18
"ap/XVA","XVA","Stockport Rail Station","GB","","","XVA","",6,53.4,-2.15
"ap/XVB","XVB","Stafford Rail Station","GB","","","BHX","QHF",6,52.8,-2.11
"ap/XVC","XVC","Crewe Rail Station","GB","","","MAN","",6,53.09,-2.44
"ap/XVG","XVG","Darlington Rail Station","GB","","","MME","",6,54.52,-1.56
"ap/XVH","XVH","Peterborough Rail Station","GB","","","XVH","QHF",6,52.58,-0.25
"ap/XVJ","XVJ","Stevenage Rail Station","GB","","","XVJ","",6,51.9,-0.19
"ap/XVK","XVK","Voss Rail Station","NO","","","BGO","",6,60.63,6.41
"ap/XVU","XVU","Durham Rail Station","GB","","","NCL","",6,54.78,-1.56
"ap/XVV","XVV","Belleville Rail Station","CA","ON","","XVV","",6,44.16,-77.38
"ap/XVW","XVW","Belleville Rail Station","GB","","","XVW","",6,52.58,-2.12
"ap/XWA","XWA","Watford Rail Station","CA","ON","","XWA","",6,42.95,-81.88
"ap/XWD","XWD","Wakefield Westgate Rail Station","GB","","","XWD","",6,53.68,-1.49
"ap/XWF","XWF","Falun Railway Service","SE","","","XWF","QHF",6,60.6,15.64
"ap/XWH","XWH","Stroke on Trent Rail Station","GB","","","XWH","",6,53.02,-2.18
"ap/XWL","XWL","Gothenburg Rail","SE","","","GOT","",6,57.7,11.97
"ap/XWM","XWM","Hallsberg Rail Station","SE","","","ORB","",6,59.08,15.11
"ap/XWN","XWN","Warrington B Q Rail Station","GB","","","LPL","",6,53.39,-2.59
"ap/XWP","XWP","Hassleholm Rail Station","SE","","","JHE","",6,56.15,13.76
"ap/XWR","XWR","Orebro Bofors Railway Service","SE","","","ORB","",6,59.27,15.2
"ap/XWS","XWS","Swindon Rail Station","GB","","","SWI","QHF",6,51.56,-1.78
"ap/XWV","XWV","Varberg Rail Station","SE","","","XWV","QHF",6,57.1,12.24
"ap/XWY","XWY","Wyoming Rail Station","CA","ON","","XWY","",6,42.95,-82.11
"ap/XXA","XXA","Alvesta Railway Service","SE","","","XXA","QHF",6,56.89,14.55
"ap/XXD","XXD","Degerfors Rail Station","SE","","","XXD","QHF",6,59.22,14.43
"ap/XXL","XXL","Lillehammer Rail Station","NO","","","XXL","",6,61.11,10.46
"ap/XXM","XXM","Mjolby Rail Station","SE","","","XXM","QHF",6,58.32,15.13
"ap/XXO","XXO","Leksand Rail Station","SE","","","BLE","",6,60.73,15
"ap/XXU","XXU","Hedemora Rail Station","SE","","","BLE","",6,60.21,16
"ap/XXY","XXY","Ronneby Railway Service","SE","","","RNB","",6,56.2,15.27
"ap/XXZ","XXZ","Sundsvall Rail Service","SE","","","SDL","",6,62.38,17.3
"ap/XYB","XYB","Borlange Railway Service","SE","","","BLE","QHF",6,60.48,15.42
"ap/XYC","XYC","Herrljunga Rail Station","SE","","","JKG","",6,58.08,13.03
"ap/XYD","XYD","Lyon Rail Station","FR","","","LYS","",6,45.73,4.93
"ap/XYF","XYF","Falkoping Rail Station","SE","","","JKG","",6,58.16,13.51
"ap/XYH","XYH","Helsingborg Railway service","SE","","","JHE","QHF",6,56.04,12.69
"ap/XYK","XYK","Norrkoping Railway Service","SE","","","NRK","",6,58.59,16.17
"ap/XYM","XYM","Falkenberg Rail Station","SE","","","HAD","",6,56.91,12.5
"ap/XYN","XYN","Kristinehamn Rail Station","SE","","","XYN","QHF",6,59.31,14.14
"ap/XYO","XYO","Karlshamn Rail Station","SE","","","RNB","",6,56.17,14.86
"ap/XYP","XYP","Avesta Krylbo Rail Station","SE","","","BLE","",6,60.12,16.21
"ap/XYU","XYU","Solvesborg Rail Station","SE","","","KID","",6,56.06,14.58
"ap/XYX","XYX","Sala Rail Station","SE","","","VST","",6,59.91,16.63
"ap/XYY","XYY","Arvika Rail Station","SE","","","XYY","QHF",6,59.68,12.63
"ap/XYZ","XYZ","Harnosand Rail Station","SE","","","XYZ","QHF",6,62.63,17.92
"ap/XZB","XZB","Casselman Rail Station","CA","ON","","XZB","",6,45.31,-75.08
"ap/XZC","XZC","Glencoe Rail Station","CA","ON","","XZC","",6,42.76,-81.73
"ap/XZD","XZD","Kongsvinger Rail Station","NO","","","XZD","QHF",6,60.18,12
"ap/XZF","XZF","Dammam Port","SA","","","DMM","QHF",7,26.5,50.2
"ap/XZK","XZK","Amherst Rail Station","CA","NS","","XZK","",6,45.83,-64.2
"ap/XZL","XZL","Edmonton Rail Station","CA","AB","","YEA","",6,53.55,-113.46
"ap/XZN","XZN","Avignon Railway Station","FR","","","AVN","QHF",6,43.95,4.81
"ap/XZO","XZO","Oslo Central Station","NO","","","OSL","",6,59.9,10.75
"ap/XZT","XZT","Trondheim Rail Station","NO","","","TRD","",6,63.43,10.39
"ap/YAG","YAG","Fort Frances Municipal","CA","ON","","YAG","",2,48.65,-93.43
"ap/YAK","YAK","Yakutat Arpt","US","AK","","YAK","QHF",2,59.5,-139.65
"ap/YAM","YAM","Sault Ste Marie Arpt","CA","ON","","YAM","",2,46.48,-84.5
"ap/YAO","YAO","Yaounde Airport","CM","","","YAO","",9,3.83,11.51
"ap/YAP","YAP","Yap Arpt","FM","","","YAP","",2,9.48,138.07
"ap/YAT","YAT","Attawapiskat Arpt","CA","ON","","YAT","QHF",3,52.93,-82.4
"ap/YAY","YAY","St Anthony Arpt","CA","NL","","YAY","",2,51.36,-55.58
"ap/YAZ","YAZ","Tofino Arpt","CA","BC","","YAZ","",2,49.08,-125.76
"ap/YBA","YBA","Banff Arpt","CA","AB","","YBA","",9,51.16,-115.56
"ap/YBB","YBB","Townsite Arpt","CA","NU","","YBB","",2,68.88,-89.85
"ap/YBC","YBC","Baie Comeau Arpt","CA","PQ","","YBC","",2,49.02,-68.26
"ap/YBD","YBD","New Westminster Rail Station","CA","BC","","YBD","",6,49.21,-122.94
"ap/YBG","YBG","Bagotville Arpt","CA","PQ","","YBG","",2,48.33,-70.98
"ap/YBK","YBK","Baker Lake Arpt","CA","NU","","YBK","",2,64.3,-96.08
"ap/YBL","YBL","Campbell River Municipal","CA","BC","","YBL","",2,49.95,-125.26
"ap/YBP","YBP","Yibin Airport","CN","","","YBP","QHF",3,28.76,104.53
"ap/YBR","YBR","Brandon Municipal Arpt","CA","MB","","YBR","",9,49.91,-99.95
"ap/YBW","YBW","Bedwell Harbor Arpt","CA","BC","","YBW","QHF",2,48.75,-123.23
"ap/YBX","YBX","Blanc Sablon Arpt","CA","PQ","","YBX","",2,51.43,-57.31
"ap/YBZ","YBZ","Toronto Downtown Rail Station","CA","ON","","YTO","",6,43.63,-79.35
"ap/YCA","YCA","Courtenay Rail Station","CA","BC","","YCA","",6,49.68,-125
"ap/YCB","YCB","Cambridge Bay Arpt","CA","NU","","YCB","",2,69.1,-105.13
"ap/YCC","YCC","Cornwall Regional Arpt","CA","ON","","YCC","",2,45.1,-74.56
"ap/YCD","YCD","Nanaimo Arpt","CA","BC","","YCD","",2,49.16,-123.93
"ap/YCG","YCG","Ralph West Arpt","CA","BC","","YCG","",2,49.3,-117.63
"ap/YCH","YCH","Miramichi Arpt","CA","NB","","YCH","",9,47.16,-65
"ap/YCK","YCK","Colville Municipal","CA","NT","","YCK","",2,67.03,-126.08
"ap/YCL","YCL","Charlo Municipal Arpt","CA","NB","","YCL","",2,47.98,-66.33
"ap/YCM","YCM","St Catharines Rail Station","CA","ON","","YCM","",6,43.2,-79.16
"ap/YCN","YCN","Cochrane Rail Station","CA","ON","","YCN","",6,49.01,-81.1
"ap/YCO","YCO","Kugluktuk Arpt","CA","NU","","YCO","",2,67.81,-115.14
"ap/YCS","YCS","Chesterfield Inlet Arpt","CA","NU","","YCS","",2,63.33,-90.7
"ap/YCW","YCW","Chilliwack Arpt","CA","BC","","YCW","",9,49.16,-121.95
"ap/YCY","YCY","Clyde River","CA","NU","","YCY","QHF",2,70.48,-68.51
"ap/YCZ","YCZ","Fairmont Springs Arpt","CA","BC","","YCZ","",9,49.03,-116.48
"ap/YDA","YDA","Dawson City Arpt","CA","YT","","YDA","QHF",2,64.04,-139.12
"ap/YDF","YDF","Deer Lake Municipal","CA","NL","","YDF","",2,49.21,-57.4
"ap/YDL","YDL","Dease Lake Arpt","CA","BC","","YDL","",9,58.58,-130.03
"ap/YDN","YDN","Dauphin Rail Station","CA","MB","","YDN","",6,51.1,-100.05
"ap/YDP","YDP","Nain Arpt","CA","NL","","YDP","QHF",2,56.53,-61.66
"ap/YDQ","YDQ","Dawson Creek Arpt","CA","BC","","YDQ","",2,55.73,-120.18
"ap/YEB","YEB","Bar River Arpt","CA","ON","","YEB","QHF",9,46.41,-84.09
"ap/YED","YED","Namao Field","CA","AB","","YEA","",9,53.68,-113.46
"ap/YEG","YEG","Edmonton Intl Arpt","CA","AB","","YEA","",2,53.3,-113.58
"ap/YEH","YEH","Asaloyeh Arpt","IR","","","YEH","QHF",9,27.48,52.61
"ap/YEI","YEI","Yenisehir Arpt","TR","","","BTZ","QHF",9,40.23,29.55
"ap/YEK","YEK","Arviat Arpt","CA","NU","","YEK","",2,61.11,-94.05
"ap/YEL","YEL","Elliot Lake Arpt","CA","ON","","YEL","",9,46.35,-82.55
"ap/YEN","YEN","Estevan Arpt","CA","SK","","YEN","QHF",9,49.21,-102.96
"ap/YET","YET","Edson Arpt","CA","AB","","YET","",9,53.58,-116.43
"ap/YEV","YEV","Inuvik Mike Zubko Arpt","CA","NT","","YEV","",2,68.3,-133.48
"ap/YEY","YEY","Amos Rail Station","CA","PQ","","YEY","",6,48.58,-78.11
"ap/YFB","YFB","Iqaluit Arpt","CA","NU","","YFB","",2,63.75,-68.55
"ap/YFC","YFC","Fredericton Municipal","CA","NB","","YFC","",2,45.86,-66.53
"ap/YFO","YFO","Flin Flon Municipal Arpt","CA","MB","","YFO","",2,54.75,-101.83
"ap/YGJ","YGJ","Miho Arpt","JP","","","YGJ","",2,35.45,133.31
"ap/YGK","YGK","Norman Rodgers Arpt","CA","ON","","YGK","",2,44.23,-76.58
"ap/YGL","YGL","La Grande Municipal Arpt","CA","PQ","","YGL","",2,53.63,-77.7
"ap/YGP","YGP","Gaspe Municipal Arpt","CA","PQ","","YGP","",2,48.77,-64.47
"ap/YGR","YGR","House Harbour Arpt","CA","PQ","","YGR","",2,47.41,-61.78
"ap/YGT","YGT","Igloolik Arpt","CA","NU","","YGT","QHF",3,69.4,-81.81
"ap/YGV","YGV","Havre St Pierre Municipal Arpt","CA","PQ","","YGV","",9,50.25,-63.58
"ap/YGW","YGW","Kuujjuaraapik Arpt","CA","PQ","","YGW","",2,55.27,-77.76
"ap/YGX","YGX","Gillam Rail Station","CA","MB","","YGX","",6,56.35,-94.7
"ap/YHA","YHA","Port Hope Simpson Arpt","CA","NL","","YHA","QHF",3,52.53,-56.3
"ap/YHB","YHB","Hudson Bay Rail Station","CA","SK","","YHB","",6,52.86,-102.4
"ap/YHD","YHD","Dryden Municipal","CA","ON","","YHD","",2,49.78,-92.83
"ap/YHE","YHE","Hope Arpt","CA","BC","","YHE","",9,49.38,-121.43
"ap/YHF","YHF","Hearst Municipal Arpt","CA","ON","","YHF","",9,49.71,-83.68
"ap/YHG","YHG","Charlottetown Municipal Arpt","CA","NL","","YHG","",2,52.76,-56.1
"ap/YHH","YHH","Harbor Airport","CA","BC","","YBL","QHF",2,50.01,-125.25
"ap/YHK","YHK","Gjoa Haven Arpt","CA","NU","","YHK","",2,68.63,-95.84
"ap/YHM","YHM","Civic Airport","CA","ON","","YHM","",2,43.16,-79.93
"ap/YHN","YHN","Hornepayne Rail Station","CA","ON","","YHN","",6,49.2,-84.76
"ap/YHO","YHO","Hopedale Arpt","CA","NL","","YHO","QHF",3,55.46,-60.21
"ap/YHR","YHR","Chevery Arpt","CA","PQ","","YHR","",2,50.5,-59.5
"ap/YHS","YHS","Sechelt Arpt","CA","BC","","YHS","",2,49.46,-123.75
"ap/YHU","YHU","St Hubert Arpt","CA","PQ","","YMQ","QHF",9,45.85,-74.45
"ap/YHY","YHY","Hay River Municipal Arpt","CA","NT","","YHY","",2,60.83,-115.78
"ap/YHZ","YHZ","Halifax Intl","CA","NS","","YHZ","",2,44.88,-63.51
"ap/YIB","YIB","Atikokan Municipal Arpt","CA","ON","","YIB","QHF",9,48.77,-91.63
"ap/YIF","YIF","Pakuashipi Arpt","CA","PQ","","YIF","",2,51.21,-58.66
"ap/YIH","YIH","Yichang Arpt","CN","","","YIH","",2,30.7,111.18
"ap/YIK","YIK","Ivujivik Arpt","CA","PQ","","YIK","",3,62.41,-77.95
"ap/YIP","YIP","Willow Run Arpt","US","MI","","DTT","QHF",9,42.23,-83.53
"ap/YIW","YIW","Yiwu Arpt","CN","","","YIW","",2,29.26,102.05
"ap/YJA","YJA","Jasper Airport","CA","AB","","YJA","",9,52.88,-118.08
"ap/YJT","YJT","Stephenville Municipal","CA","NL","","YJT","",2,48.55,-58.56
"ap/YKA","YKA","Davie Fulton Arpt","CA","BC","","YKA","",2,50.71,-120.41
"ap/YKF","YKF","Kitchener Waterloo Regional","CA","ON","","YKF","",2,43.46,-80.38
"ap/YKG","YKG","Kangirsuk Arpt","CA","PQ","","YKG","QHF",2,60,-70
"ap/YKL","YKL","Schefferville Arpt","CA","PQ","","YKL","QHF",2,54.8,-66.8
"ap/YKM","YKM","Yakima Terminal Arpt","US","WA","","YKM","",2,46.57,-120.53
"ap/YKN","YKN","Chan Gurney Municipal","US","SD","","YKN","",9,42.9,-97.38
"ap/YKQ","YKQ","Waskaganish Arpt","CA","PQ","","YKQ","",2,51.48,-78.75
"ap/YKS","YKS","Yakutsk Arpt","RU","","","YKS","QHF",2,62.08,129.76
"ap/YKU","YKU","Chisasibi Arpt","CA","PQ","","YKU","",2,53.81,-79
"ap/YKX","YKX","Kirkland Lake Municipal Arpt","CA","ON","","YKX","",9,48.15,-80.03
"ap/YKY","YKY","Kindersley Arpt","CA","SK","","YXE","",9,51.45,-109.16
"ap/YKZ","YKZ","Buttonville Arpt","CA","ON","YTO","YTO","",2,43.86,-79.38
"ap/YLC","YLC","Kimmirut Lake Harbour Arpt","CA","NU","","YLC","QHF",3,62.85,-69.88
"ap/YLD","YLD","Chapleau Rail Station","CA","ON","","YLD","",6,47.81,-83.35
"ap/YLI","YLI","Ylivieska Arpt","FI","","","YLI","",9,64.05,24.71
"ap/YLJ","YLJ","Meadow Lake Arpt","CA","SK","","YLJ","",9,54.13,-108.43
"ap/YLL","YLL","Lloydminster Arpt","CA","SK","","YLL","",2,53.28,-110
"ap/YLQ","YLQ","La Tuque Rail Station","CA","PQ","","YLQ","",6,47.41,-72.8
"ap/YLW","YLW","Ellison Field","CA","BC","","YLW","",2,49.88,-119.48
"ap/YLY","YLY","Langley Regional Arpt","CA","BC","","YLY","QHF",9,49.1,-122.63
"ap/YMB","YMB","Merritt Arpt","CA","BC","","YMB","",9,50.11,-120.78
"ap/YME","YME","Matane Airport","CA","PQ","","YME","",9,48.85,-67.55
"ap/YMG","YMG","Manitouwadge Municipal Arpt","CA","ON","","YMG","",9,49.13,-85.73
"ap/YMI","YMI","Minaki Rail Station","CA","ON","","YMI","",6,49.95,-94.69
"ap/YMJ","YMJ","Moose Jaw Arpt","CA","SK","","YQR","",9,50.33,-109.55
"ap/YMM","YMM","Ft McMurray Municipal Arpt","CA","AB","","YMM","",2,56.65,-111.22
"ap/YMN","YMN","Makkovik Arpt","CA","NL","","YMN","QHF",3,55.08,-59.16
"ap/YMO","YMO","Moosonee Arpt","CA","ON","","YMO","QHF",2,51.29,-80.6
"ap/YMT","YMT","Chibougamau Arpt","CA","PQ","","YMT","",2,49.95,-74.31
"ap/YMX","YMX","Mirabel Intl Arpt","CA","PQ","YMQ","YMQ","",2,45.67,-74
"ap/YMY","YMY","Montreal Downtown Rail Station","CA","PQ","","YMQ","",6,45.5,-73.56
"ap/YNA","YNA","Natashquan Arpt","CA","PQ","","YNA","",2,50.18,-61.78
"ap/YNB","YNB","Yanbo Arpt","SA","","","YNB","",2,24.14,38.06
"ap/YND","YND","Gatineau Hull Municipal Arpt","CA","PQ","","YND","",9,45.45,-75.66
"ap/YNG","YNG","Youngstown Municipal","US","OH","","YNG","",2,41.25,-80.66
"ap/YNJ","YNJ","Yanji Arpt","CN","","","YNJ","",2,42.65,129.5
"ap/YNN","YNN","Yandi Arpt","AU","WA","","YNN","QHF",9,-22.76,119.23
"ap/YNP","YNP","Natuashish Arpt","CA","NL","","YNP","QHF",3,55.91,-61.18
"ap/YNT","YNT","Laishan Arpt","CN","","","YNT","",2,37.55,121.33
"ap/YOD","YOD","Cold Lake Arpt","CA","AB","","YOD","",9,54.41,-110.28
"ap/YOJ","YOJ","Footner Lake Arpt","CA","AB","","YOJ","QHF",2,58.61,-117.16
"ap/YOO","YOO","Oshawa Municipal Arpt","CA","ON","","YOO","",2,43.91,-78.89
"ap/YOP","YOP","Rainbow Lake Arpt","CA","AB","","YOP","",2,58.5,-119.4
"ap/YOS","YOS","Billy Bishop Regional Arpt","CA","ON","","YOS","",9,44.6,-80.83
"ap/YOT","YOT","Yotvata Arpt","IL","","","YOT","",9,29.9,35.06
"ap/YOW","YOW","Ottawa Intl Arpt","CA","ON","","YOW","",2,45.32,-75.66
"ap/YPA","YPA","Prince Albert Municipal Arpt","CA","SK","","YPA","",2,53.21,-105.67
"ap/YPB","YPB","Port Alberni Arpt","CA","BC","","YPB","",2,49.31,-124.93
"ap/YPD","YPD","Parry Sound Municipal Arpt","CA","ON","","YPD","",9,45.35,-80.03
"ap/YPE","YPE","Municipal Peace River","CA","AB","","YPE","QHF",2,56.22,-117.44
"ap/YPF","YPF","Esquimalt Rail Station","CA","BC","","YPF","",6,48.43,-123.4
"ap/YPG","YPG","Portage La Prairie Rail Station","CA","MB","","YPG","",6,49.98,-98.3
"ap/YPH","YPH","Inukjuak Arpt","CA","PQ","","YPH","",3,58.46,-78.08
"ap/YPJ","YPJ","Aupaluk Arpt","CA","PQ","","YPJ","",3,59.06,-69.55
"ap/YPL","YPL","Provincial Airport","CA","ON","","YPL","",2,51.5,-90.15
"ap/YPM","YPM","Pikangikum Arpt","CA","MB","","YPM","",2,51.82,-94
"ap/YPN","YPN","Port Menier Arpt","CA","PQ","","YPN","",9,49.83,-64.28
"ap/YPQ","YPQ","Peterborough Arpt","CA","ON","","YPQ","QHF",9,44.23,-78.35
"ap/YPR","YPR","Digby Island Arpt","CA","BC","","YPR","",2,54.28,-130.45
"ap/YPS","YPS","Port Hawkesbury Arpt","CA","NS","","YPS","",9,45.5,-61.36
"ap/YPW","YPW","Westview Arpt","CA","BC","","YPW","",2,49.81,-124.55
"ap/YPX","YPX","Povungnituk Arpt","CA","PQ","","YPX","",3,60.03,-77.26
